Subject Age Group,Weapon Type,Officer YOB,Officer Gender,Officer Race,Subject Perceived Race,Subject Perceived Gender,Initial Call Type,Arrest Flag,Frisk Flag,Reported_year
36 - 45,Firearm,1989,Male,White,Black or African American,Male,TRAFFIC STOP - OFFICER INITIATED ONVIEW,0,1,2019
26 - 35,Mace/Pepper Spray,1985,Male,Declined to Answer,Black or African American,Female,ROBBERY (INCL STRONG ARM),1,1,2019
36 - 45,Knife/Cutting/Stabbing Instrument,1993,Male,White,White,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),1,1,2019
18 - 25,Knife/Cutting/Stabbing Instrument,1986,Male,White,White,Male,DISTURBANCE,0,1,2019
46 - 55,Knife/Cutting/Stabbing Instrument,1988,Female,Declined to Answer,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2019
18 - 25,Knife/Cutting/Stabbing Instrument,1991,Male,White,White,Male,SHOPLIFT - THEFT,0,1,2019
26 - 35,Knife/Cutting/Stabbing Instrument,1990,Male,Hispanic,Unknown,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2019
46 - 55,Knife/Cutting/Stabbing Instrument,1981,Female,White,White,Male,ASLT - CRITICAL (NO SHOOTINGS),1,1,2019
18 - 25,Handgun,1991,Female,White,White,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),1,1,2019
36 - 45,Knife/Cutting/Stabbing Instrument,1965,Male,Black or African American,Black or African American,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,1,2019
56 and Above,Knife/Cutting/Stabbing Instrument,1991,Male,White,Black or African American,Male,TRAFFIC STOP - OFFICER INITIATED ONVIEW,0,1,2019
26 - 35,Blunt Object/Striking Implement,1985,Male,White,White,Female,CARJACKING - IP/JO - ROBBERY,1,1,2019
36 - 45,Knife/Cutting/Stabbing Instrument,1991,Male,Black or African American,Black or African American,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",1,1,2019
18 - 25,Other Firearm,1986,Male,White,White,Male,DISTURBANCE - DV CRITICAL,1,1,2019
26 - 35,Knife/Cutting/Stabbing Instrument,1971,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2019
26 - 35,Handgun,1987,Male,White,Unknown,Male,"PREMISE CHECK, OFFICER INITIATED ONVIEW ONLY",0,1,2019
18 - 25,Knife/Cutting/Stabbing Instrument,1986,Male,White,White,Male,DISTURBANCE - DV CRITICAL,1,1,2019
46 - 55,Knife/Cutting/Stabbing Instrument,1976,Male,Asian,Black or African American,Female,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),1,1,2019
18 - 25,Handgun,1986,Male,White,Asian,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",1,1,2019
18 - 25,Knife/Cutting/Stabbing Instrument,1996,Female,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",1,1,2019
46 - 55,Knife/Cutting/Stabbing Instrument,1989,Male,White,Black or African American,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),1,1,2019
46 - 55,Knife/Cutting/Stabbing Instrument,1984,Male,White,White,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,1,2019
26 - 35,Knife/Cutting/Stabbing Instrument,1995,Male,White,Unknown,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",1,1,2019
56 and Above,Knife/Cutting/Stabbing Instrument,1997,Male,White,White,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),1,1,2019
36 - 45,Blunt Object/Striking Implement,1994,Male,White,Black or African American,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",1,1,2019
26 - 35,Knife/Cutting/Stabbing Instrument,1985,Male,Declined to Answer,Black or African American,Male,ASLT - CRITICAL (NO SHOOTINGS),0,1,2019
26 - 35,Firearm,1986,Male,White,Black or African American,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,1,2019
36 - 45,Knife/Cutting/Stabbing Instrument,1990,Male,Hispanic,White,Male,ASLT - DV CRITICAL,1,1,2019
36 - 45,Knife/Cutting/Stabbing Instrument,1991,Male,Black or African American,White,Male,AUTO RECOVERY,1,1,2019
36 - 45,Knife/Cutting/Stabbing Instrument,1995,Female,Hispanic,White,Female,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),1,1,2019
36 - 45,Knife/Cutting/Stabbing Instrument,1991,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2019
26 - 35,Knife/Cutting/Stabbing Instrument,1986,Male,White,White,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),1,1,2019
36 - 45,Knife/Cutting/Stabbing Instrument,1997,Male,Two or More Races,White,Male,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,1,2019
26 - 35,Knife/Cutting/Stabbing Instrument,1989,Male,Two or More Races,Black or African American,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),1,1,2019
36 - 45,Knife/Cutting/Stabbing Instrument,1996,Male,Two or More Races,Asian,Male,SERVICE - WELFARE CHECK,0,1,2019
56 and Above,Knife/Cutting/Stabbing Instrument,1997,Male,Two or More Races,White,Male,TRESPASS,1,1,2019
46 - 55,Knife/Cutting/Stabbing Instrument,1989,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",1,1,2019
26 - 35,Knife/Cutting/Stabbing Instrument,1991,Female,White,Black or African American,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",1,1,2019
26 - 35,Handgun,1995,Male,White,Black or African American,Male,ASLT - PERSON SHOT OR SHOT AT,0,1,2019
18 - 25,Knife/Cutting/Stabbing Instrument,1984,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,1,2019
26 - 35,Blunt Object/Striking Implement,1989,Female,White,White,Male,OBS - BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),1,1,2019
18 - 25,Firearm,1992,Male,White,White,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),1,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1962,Male,White,Black or African American,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1990,Male,Asian,White,Male,PROPERTY - DAMAGE,1,1,2020
26 - 35,Blunt Object/Striking Implement,1983,Male,White,Unknown,Unknown,AUTO RECOVERY,0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1992,Male,White,Black or African American,Male,DISTURBANCE,1,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1987,Male,Hispanic,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",1,1,2020
26 - 35,Mace/Pepper Spray,1990,Male,Hispanic,White,Male,"WEAPN - GUN,DEADLY WPN (NO THRTS/ASLT/DIST)",1,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1981,Female,White,White,Male,OBS - BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),1,1,2020
56 and Above,Knife/Cutting/Stabbing Instrument,1983,Male,Black or African American,White,Male,ORDER - CRITICAL VIOLATION OF DV COURT ORDER,1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1960,Male,Asian,White,Male,AUTO RECOVERY,1,1,2020
36 - 45,Blunt Object/Striking Implement,1986,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1972,Male,White,White,Male,DISTURBANCE,0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1990,Male,White,White,Female,AUTO RECOVERY,0,1,2020
26 - 35,Firearm,1988,Male,Black or African American,White,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),1,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1977,Male,White,White,Male,TRAFFIC STOP - OFFICER INITIATED ONVIEW,1,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1997,Male,Two or More Races,American Indian or Alaska Native,Male,TRESPASS,1,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1991,Male,White,Asian,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1994,Male,White,White,Male,SERVICE - WELFARE CHECK,0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1996,Male,White,White,Male,BURG - RESD (INCL UNOCC STRUCTURES ON PROP),0,1,2020
18 - 25,Blunt Object/Striking Implement,1993,Male,White,White,Male,ASLT - CRITICAL (NO SHOOTINGS),1,1,2020
18 - 25,Mace/Pepper Spray,1990,Male,Hispanic,White,Male,SHOPLIFT - THEFT,0,1,2020
18 - 25,Firearm,1995,Female,White,Black or African American,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,1,1,2020
26 - 35,Handgun,1992,Female,Two or More Races,Black or African American,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1971,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",1,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1969,Male,White,Black or African American,Female,OBS - BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1987,Male,White,White,Male,ASLT - DV,1,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1991,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",1,1,2020
18 - 25,Blunt Object/Striking Implement,1997,Male,Two or More Races,Black or African American,Male,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",1,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1971,Male,White,White,Male,AUTO THEFT - VEH THEFT OR THEFT AND RECOVERY,0,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1990,Male,Hispanic,Asian,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),0,1,2020
26 - 35,Blunt Object/Striking Implement,1995,Male,White,White,Male,OBS - BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1995,Male,White,White,Male,OBS - BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),0,1,2020
18 - 25,Blunt Object/Striking Implement,1990,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",1,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1983,Male,Black or African American,White,Male,"WEAPN - GUN,DEADLY WPN (NO THRTS/ASLT/DIST)",0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1995,Female,White,Unknown,Female,ROBBERY - CRITICAL (INCLUDES STRONG ARM),1,1,2020
26 - 35,Firearm,1995,Female,White,Unknown,Female,ROBBERY - CRITICAL (INCLUDES STRONG ARM),1,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1989,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1990,Male,White,Black or African American,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",1,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1987,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",1,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1979,Male,White,Unknown,Male,FIGHT - CRITICAL WITH WEAPONS,0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1981,Male,White,Black or African American,Female,SHOPLIFT - THEFT,1,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1990,Male,White,Black or African American,Male,DISTURBANCE - DV CRITICAL,1,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1987,Male,Hispanic,White,Male,DISTURBANCE,0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1985,Male,Hispanic,White,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),1,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1984,Male,Black or African American,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1980,Female,White,White,Male,ASLT - CRITICAL (NO SHOOTINGS),1,1,2020
36 - 45,Handgun,1986,Male,White,Black or African American,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",1,1,2020
26 - 35,Blunt Object/Striking Implement,1989,Male,White,White,Male,BURG - RESD (INCL UNOCC STRUCTURES ON PROP),1,1,2020
26 - 35,Blunt Object/Striking Implement,1981,Male,White,Unknown,Female,ASLT - DV CRITICAL,1,1,2020
56 and Above,Knife/Cutting/Stabbing Instrument,1974,Male,White,White,Male,TRESPASS,1,1,2020
18 - 25,Handgun,1977,Male,White,White,Male,ASLT - CRITICAL (NO SHOOTINGS),1,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1995,Male,White,Black or African American,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1996,Male,Declined to Answer,White,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),1,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1995,Male,White,White,Male,DISTURBANCE,1,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1986,Male,White,Black or African American,Male,OBS - DOWN - CHECK FOR PERSON DOWN,1,1,2020
26 - 35,Other Firearm,1990,Male,Hispanic,Black or African American,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",1,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1995,Male,White,Black or African American,Male,OBS - DOWN - CHECK FOR PERSON DOWN,1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1981,Male,White,American Indian or Alaska Native,Male,SHOPLIFT - THEFT,1,1,2020
36 - 45,Firearm,1987,Male,White,Black or African American,Male,ASLT - PERSON SHOT OR SHOT AT,0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1983,Male,White,White,Male,WARRANT - MISD PICKUP,0,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1988,Male,White,Black or African American,Male,TRESPASS,0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1978,Male,White,White,Male,SERVICE - WELFARE CHECK,0,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1973,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1992,Female,White,Unknown,Male,HARAS - NO BIAS OR THREATS,1,1,2020
26 - 35,Handgun,1993,Female,Two or More Races,Black or African American,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",1,1,2020
46 - 55,Blunt Object/Striking Implement,1992,Female,White,Unknown,Male,HARAS - NO BIAS OR THREATS,1,1,2020
26 - 35,Handgun,1981,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",1,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1981,Male,White,American Indian or Alaska Native,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
18 - 25,Blunt Object/Striking Implement,1981,Male,White,American Indian or Alaska Native,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
26 - 35,Handgun,1991,Female,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",1,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1969,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
36 - 45,Blunt Object/Striking Implement,1986,Male,White,Black or African American,Male,DISTURBANCE,1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1982,Male,White,White,Male,"WEAPN - GUN,DEADLY WPN (NO THRTS/ASLT/DIST)",0,1,2020
26 - 35,Handgun,1987,Male,White,Black or African American,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1988,Male,White,Asian,Male,"UNDERCOVER OPS, CAUTION (INCLUDES STAKEOUTS)",1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1978,Male,Hispanic,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",1,1,2020
26 - 35,Firearm,1989,Male,White,Native Hawaiian or Other Pacific Islander,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,1,1,2020
36 - 45,Mace/Pepper Spray,1981,Male,White,Black or African American,Male,DISTURBANCE,0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1978,Male,Hispanic,White,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),1,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1978,Male,Hispanic,Unknown,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1987,Male,Hispanic,White,Male,"ALARM - RESIDENTIAL - BURGLARY, SILENT/AUDIBLE",0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1996,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1969,Male,White,Black or African American,Female,ASLT - CRITICAL (NO SHOOTINGS),1,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1984,Male,White,White,Male,TRAFFIC STOP - OFFICER INITIATED ONVIEW,0,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1991,Male,White,White,Male,THREATS (INCLS IN-PERSON/BY PHONE/IN WRITING),1,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1986,Male,White,White,Male,AUTO RECOVERY,1,1,2020
18 - 25,Blunt Object/Striking Implement,1991,Male,Black or African American,Unknown,Male,SHOPLIFT - THEFT,0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1987,Male,Hispanic,White,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),1,1,2020
18 - 25,Mace/Pepper Spray,1991,Male,White,Black or African American,Male,ASLT - CRITICAL (NO SHOOTINGS),0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1972,Male,White,Black or African American,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1985,Male,White,Black or African American,Male,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",0,1,2020
46 - 55,Other Firearm,1986,Male,White,Asian,Male,OBS - SUSPICIOUS PACKAGE,0,1,2020
56 and Above,Firearm,1986,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1982,Male,White,White,Male,ASLT - DV CRITICAL,1,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1986,Male,White,Black or African American,Male,AUTO RECOVERY,0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1984,Male,White,Black or African American,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),1,1,2020
56 and Above,Knife/Cutting/Stabbing Instrument,1986,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
36 - 45,Blunt Object/Striking Implement,1979,Male,White,White,Male,DISTURBANCE,0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1988,Male,Black or African American,Black or African American,Male,DISTURBANCE,0,1,2020
18 - 25,Blunt Object/Striking Implement,1987,Male,White,White,Male,PROPERTY - DAMAGE,0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1992,Female,White,White,Female,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1987,Male,Hispanic,Black or African American,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),1,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1997,Male,Two or More Races,White,Male,ASLT - DV CRITICAL,1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1993,Male,White,White,Male,FOLLOW UP,0,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1981,Male,White,White,Male,FIGHT - CRITICAL WITH WEAPONS,0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1995,Male,White,White,Male,PROPERTY - DAMAGE,1,1,2020
36 - 45,Mace/Pepper Spray,1996,Male,Declined to Answer,Black or African American,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1992,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1996,Male,Asian,Black or African American,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1984,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
56 and Above,Blunt Object/Striking Implement,1975,Male,White,Asian,Male,ASLT - CRITICAL (NO SHOOTINGS),1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1989,Male,White,White,Male,"LEWD -  (EXPOSING, FLASHING)",0,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1996,Female,Hispanic,White,Male,"ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",0,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1993,Male,White,White,Male,TRAFFIC STOP - OFFICER INITIATED ONVIEW,0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1994,Male,Asian,White,Male,BURG - OCCUPIED RESD,0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1986,Male,White,White,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1986,Male,White,White,Male,"SUSPICIOUS PERSON, VEHICLE, OR INCIDENT",0,1,2020
56 and Above,Knife/Cutting/Stabbing Instrument,1989,Male,Two or More Races,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",1,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1993,Male,Two or More Races,White,Male,TRESPASS,0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1987,Male,Hispanic,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
18 - 25,Blunt Object/Striking Implement,1990,Male,White,White,Male,OBS - BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1985,Male,White,White,Male,"ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1984,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,1,2020
36 - 45,Other Firearm,1984,Male,White,White,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1994,Male,White,White,Male,"NARCOTICS - VIOLATIONS (LOITER, USE, SELL, NARS)",1,1,2020
46 - 55,Blunt Object/Striking Implement,1987,Male,White,Asian,Male,"ALARM - COMM, SILENT/AUD BURG (INCL BANKS)",0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1987,Male,Black or African American,Black or African American,Male,FRAUD,0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1989,Male,White,White,Male,PERSON IN BEHAVIORAL/EMOTIONAL CRISIS,0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1988,Male,White,Black or African American,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1988,Male,Declined to Answer,White,Male,TRAF - ELUDING POLICE,0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1975,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1989,Male,Two or More Races,White,Male,TRESPASS,1,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1986,Male,White,White,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),1,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1990,Female,White,Unknown,Male,ASLT - DV CRITICAL,0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1994,Male,Declined to Answer,White,Male,ROBBERY - CRITICAL (INCLUDES STRONG ARM),0,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1995,Male,White,White,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",1,1,2020
46 - 55,Blunt Object/Striking Implement,1987,Male,White,White,Male,OBS - BURG - IP/JO - COMM BURG (INCLUDES SCHOOLS),1,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1989,Male,White,Unknown,Male,OBS - FIGHT - IP - PHYSICAL (NO WEAPONS),0,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1982,Male,White,White,Male,FIGHT - CRITICAL WITH WEAPONS,1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1994,Male,White,White,Female,UNKNOWN - ANI/ALI - WRLS PHNS (INCL OPEN LINE),1,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1984,Male,White,Asian,Female,ROBBERY - CRITICAL (INCLUDES STRONG ARM),1,1,2020
18 - 25,Knife/Cutting/Stabbing Instrument,1997,Male,Two or More Races,Unknown,Male,"OBS WEAPN-IP/JO-GUN,DEADLY WPN (NO THRT/ASLT/DIST)",1,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1987,Male,Black or African American,White,Male,THEFT (DOES NOT INCLUDE SHOPLIFT OR SVCS),0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1996,Male,White,Unknown,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1988,Male,Black or African American,White,Male,DISTURBANCE,1,1,2020
26 - 35,Knife/Cutting/Stabbing Instrument,1987,Male,White,Black or African American,Male,SUSPICIOUS STOP - OFFICER INITIATED ONVIEW,0,1,2020
46 - 55,Knife/Cutting/Stabbing Instrument,1983,Male,Black or African American,Black or African American,Male,ASLT - DV,1,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1985,Male,White,White,Male,UNKNOWN - COMPLAINT OF UNKNOWN NATURE,0,1,2020
36 - 45,Knife/Cutting/Stabbing Instrument,1992,Male,Asian,Black or African American,Male,TRESPASS,0,1,2020
